"obs","LONGITUDE","LATITUDE","bio1","bio4","bio8","bio9","bio11","bio12","bio16","bio19"
0,16.4166666666667,30.4166666666667,197,5290,123,255,123,107,55,55
0,-13.5833333333333,26.9166666666667,207,2957,201,224,167,31,20,16
0,23.4166666666667,24.75,229,6438,153,153,139,0,0,0
0,41.75,55.9166666666667,45,10654,177,-27,-94,603,207,116
0,44.0833333333333,30.4166666666667,229,8633,112,330,112,95,55,55
0,-3.08333333333334,59.25,73,3200,46,79,35,1008,343,271
0,22.75,37.0833333333333,129,5884,74,206,59,763,371,353
0,41.9166666666667,48.75,79,10742,196,2,-59,451,132,114
0,35.9166666666667,62.0833333333333,21,9690,87,-95,-105,653,230,121
0,21.5833333333333,43.5833333333333,111,7306,184,30,13,653,205,144
0,-7.58333333333334,37.25,168,4643,121,226,112,523,239,223
0,27.75,59.9166666666667,47,8789,105,-58,-64,627,225,113
0,26.4166666666667,31.5833333333333,195,4382,156,246,139,148,92,90
0,-4.91666666666669,54.75,85,4208,66,102,33,1085,349,294
0,-0.75,38.0833333333333,182,5332,194,250,116,288,123,68
0,-2.91666666666669,22.9166666666667,285,7383,369,205,186,12,9,0
0,44.75,26.9166666666667,240,8027,185,334,131,222,105,85
0,8.91666666666666,30.0833333333333,224,8089,134,324,116,32,15,12
0,16.0833333333333,59.25,61,7288,146,2,-29,605,206,126
0,38.9166666666667,67.25,-10,8227,55,-109,-112,486,163,89
0,35.75,32.75,198,5961,120,268,120,414,268,268
0,3.25,22.25,266,6313,332,229,178,23,21,1
0,16.4166666666667,38.75,142,5474,93,213,78,944,401,374
0,23.4166666666667,43.4166666666667,114,7931,195,171,8,638,211,137
0,32.0833333333333,20.75,257,5713,317,184,177,5,4,0
0,26.25,42.5833333333333,116,7608,157,172,16,608,181,153
0,7.91666666666666,32.25,218,8068,132,321,114,51,22,18
0,30.75,20.75,262,5981,327,191,178,4,4,0
0,47.4166666666667,27.5833333333333,246,8011,155,343,139,137,67,59
0,48.75,37.9166666666667,110,7528,134,204,14,532,185,150
0,30.4166666666667,36.4166666666667,165,6283,88,246,88,860,520,520
0,43.9166666666667,62.9166666666667,3,10143,134,-117,-130,584,213,98
0,23.9166666666667,68.25,-26,10224,92,-101,-155,496,182,90
0,30.5833333333333,63.9166666666667,7,9950,121,-69,-120,610,216,109
0,21.75,38.9166666666667,110,6549,44,195,28,911,371,358
0,15.75,62.5833333333333,28,8350,122,-33,-80,604,226,113
0,20.75,30.5833333333333,208,5171,136,266,136,122,80,80
0,49.4166666666667,64.0833333333333,-11,11188,135,-139,-157,589,200,108
0,13.75,42.4166666666667,88,6258,58,15,11,846,275,194
0,22.25,68.9166666666667,-29,9587,100,-99,-148,488,178,95
0,36.0833333333333,65.0833333333333,10,8976,77,-98,-104,418,165,58
0,-6.58333333333334,24.25,271,7394,330,265,173,12,9,2
0,17.25,44.25,78,6889,37,0,-12,1026,318,251
0,30.0833333333333,37.5833333333333,125,7227,34,217,34,459,188,188
0,43.5833333333333,21.9166666666667,253,6495,258,333,167,93,68,16
0,28.0833333333333,24.5833333333333,225,6527,149,149,134,0,0,0
0,16.0833333333333,44.9166666666667,101,6887,59,23,10,1099,351,272
0,21.5833333333333,45.25,107,7487,182,21,6,654,233,136
0,13.25,65.25,28,6041,-2,51,-45,1613,502,453
0,12.5833333333333,59.25,55,7227,107,-3,-36,719,235,142
0,31.75,65.75,-1,9690,112,-76,-125,538,198,90
0,29.0833333333333,25.4166666666667,233,6455,156,156,142,0,0,0
0,-4.75,36.4166666666667,180,4373,138,236,128,567,279,258
0,40.4166666666667,33.0833333333333,189,8335,98,291,80,116,51,48
0,9.25,60.4166666666667,9,7849,98,-46,-92,756,266,139
0,-14.4166666666667,65.5833333333333,30,3654,37,39,-11,1145,359,314
0,24.4166666666667,52.75,69,8209,170,-31,-40,601,217,112
0,3.08333333333331,25.25,261,7437,345,216,161,14,5,5
0,26.5833333333333,56.9166666666667,52,8540,146,-52,-59,657,229,120
0,-3.25,47.75,116,4151,72,166,63,913,321,301
0,42.4166666666667,29.5833333333333,223,8326,126,320,109,102,50,43
0,46.0833333333333,58.25,28,10858,165,-99,-115,615,222,105
0,-19.75,65.9166666666667,9,4374,-16,54,-38,839,252,237
0,0.416666666666657,52.4166666666667,95,4802,157,61,34,546,154,122
0,31.25,25.4166666666667,223,6277,193,146,135,1,1,1
0,37.9166666666667,54.0833333333333,48,10229,175,-76,-84,617,225,115
0,7.41666666666666,27.4166666666667,243,7834,151,323,137,20,9,8
0,-5.08333333333334,55.4166666666667,76,4203,33,94,25,1572,509,458
0,43.9166666666667,32.9166666666667,228,8741,128,336,112,109,57,56
0,10.5833333333333,29.9166666666667,200,6896,120,284,106,33,15,15
0,-8.91666666666669,25.9166666666667,243,6650,253,260,158,22,13,6
0,35.75,36.75,186,6101,107,258,107,798,360,360
0,1.25,42.5833333333333,60,5501,73,1,-5,1142,332,250
0,44.9166666666667,39.0833333333333,112,9341,104,225,-14,284,122,58
0,33.75,65.0833333333333,4,9195,113,-106,-113,492,187,73
0,1.41666666666666,24.25,274,7302,358,271,177,19,12,4
0,27.0833333333333,60.0833333333333,47,8664,105,-57,-63,592,215,105
0,-5.75,21.25,287,6704,360,289,195,22,17,2
0,36.75,62.9166666666667,12,9749,78,-104,-114,633,225,115
0,36.9166666666667,67.9166666666667,-10,8066,97,-107,-110,506,176,89
0,49.5833333333333,37.4166666666667,159,6609,176,223,77,1437,648,352
0,34.25,24.4166666666667,239,5054,254,176,170,5,3,0
0,19.9166666666667,54.25,76,7775,172,21,-28,687,229,135
0,28.75,67.0833333333333,-5,9344,119,-78,-123,524,195,95
0,43.0833333333333,54.5833333333333,44,10980,181,-33,-98,567,193,116
0,22.75,61.0833333333333,39,8167,132,-26,-64,630,217,132
0,31.9166666666667,28.75,203,5508,127,257,127,11,7,7
0,-19.5833333333333,64.25,21,3855,-3,60,-20,1335,389,370
0,38.75,23.9166666666667,273,4804,238,327,207,61,30,14
0,22.9166666666667,60.9166666666667,41,8153,133,-25,-61,629,217,131
0,-2.91666666666669,57.5833333333333,76,4046,56,42,27,796,229,202
0,46.5833333333333,66.4166666666667,-11,9438,60,-123,-131,499,180,87
0,45.9166666666667,51.9166666666667,57,11817,204,-25,-95,469,142,108
0,17.0833333333333,57.25,75,6569,154,17,-5,459,152,100
0,31.0833333333333,59.5833333333333,41,9135,143,-70,-76,628,224,111
0,28.5833333333333,37.0833333333333,158,6975,73,248,73,1010,586,586
0,-8.91666666666669,24.5833333333333,260,6650,318,249,174,20,13,4
0,47.9166666666667,64.5833333333333,-9,11092,135,-137,-155,596,200,109
0,10.0833333333333,48.75,75,6497,157,2,-10,786,276,155
0,25.25,41.75,105,7209,29,192,13,614,187,168
0,0.75,21.75,285,6332,352,249,198,31,28,1
0,17.9166666666667,43.4166666666667,100,6583,63,184,15,1232,415,367
0,45.9166666666667,30.9166666666667,241,8483,126,340,126,88,53,53
0,11.4166666666667,43.0833333333333,138,5957,107,216,65,709,250,193
0,23.4166666666667,51.9166666666667,74,8262,177,-26,-35,526,205,86
0,13.25,20.4166666666667,257,6303,325,188,168,11,9,0
0,-0.916666666666686,34.9166666666667,148,6048,77,229,77,434,165,165
0,25.4166666666667,60.25,47,8316,141,-20,-57,643,220,130
0,39.75,26.4166666666667,209,6919,126,290,115,108,49,31
0,34.4166666666667,57.25,35,9572,157,-81,-88,640,242,105
0,49.0833333333333,57.25,30,11285,171,-43,-118,602,216,106
0,44.4166666666667,42.9166666666667,52,7679,130,-49,-49,998,393,122
0,31.25,63.5833333333333,9,9889,122,-110,-119,606,218,105
0,16.75,20.75,195,6084,262,155,109,45,29,4
0,22.75,31.4166666666667,196,5014,128,254,128,44,29,29
0,27.9166666666667,61.5833333333333,37,9015,139,-32,-77,640,219,133
0,35.4166666666667,53.0833333333333,51,9880,174,-70,-76,620,229,113
0,29.9166666666667,49.25,72,8820,181,-34,-43,628,233,130
0,38.4166666666667,30.4166666666667,214,7816,125,306,108,48,20,18
0,34.75,68.4166666666667,-12,8199,97,-109,-114,505,188,86
0,19.9166666666667,21.4166666666667,234,5787,297,169,153,3,3,0
0,28.75,64.0833333333333,13,9612,140,-61,-110,595,213,110
0,45.0833333333333,29.4166666666667,237,8552,121,336,121,136,66,66
0,41.4166666666667,65.5833333333333,-1,9105,66,-110,-118,520,173,97
0,23.9166666666667,54.25,63,8028,163,-35,-43,608,222,107
0,35.9166666666667,56.9166666666667,42,9717,166,-74,-83,608,232,99
0,23.0833333333333,45.25,65,6933,134,-18,-27,841,328,151
0,-7.58333333333334,54.9166666666667,88,3571,52,99,44,1113,349,317
0,24.9166666666667,45.25,77,7704,156,-13,-28,699,284,111
0,19.25,64.25,10,9362,118,-59,-110,592,201,125
0,5.25,44.25,100,6065,107,178,22,856,261,208
0,-5.08333333333334,24.9166666666667,273,7839,334,269,171,8,6,1
0,28.5833333333333,27.0833333333333,217,6194,145,223,131,1,1,1
0,41.75,21.9166666666667,253,5649,256,322,177,110,67,19
0,34.25,62.4166666666667,17,9410,125,-96,-105,573,218,89
0,47.75,42.5833333333333,119,8620,133,14,11,377,124,81
0,45.9166666666667,39.9166666666667,18,7617,47,-81,-81,568,246,76
0,14.25,58.9166666666667,58,7136,140,0,-31,629,212,129
0,46.9166666666667,61.0833333333333,10,10804,148,-116,-133,565,203,99
0,25.25,27.75,217,6548,140,140,127,0,0,0
0,-2.41666666666669,27.75,255,8605,195,297,143,11,7,2
0,6.75,33.9166666666667,219,7749,137,319,120,85,29,25
0,46.25,68.0833333333333,-17,8235,51,-90,-118,435,164,80
0,36.25,32.5833333333333,171,6154,88,243,88,231,144,144
0,48.0833333333333,27.75,244,7825,154,340,140,104,54,50
0,-6.08333333333334,31.9166666666667,116,6851,43,208,36,478,178,164
0,38.9166666666667,61.0833333333333,19,10122,150,-101,-112,610,217,100
0,39.4166666666667,24.5833333333333,266,6170,193,339,182,49,25,14
0,-2.08333333333334,60.0833333333333,66,3081,40,93,31,1154,398,325
0,-16.25,65.75,10,3951,-11,21,-33,982,305,269
0,-2.58333333333334,27.4166666666667,257,8559,262,299,145,11,7,2
0,25.4166666666667,68.0833333333333,-21,10274,98,-96,-152,471,182,81
0,3.91666666666666,35.75,162,6379,94,245,83,291,103,90
0,24.75,67.4166666666667,-10,10108,107,-86,-139,491,179,91
0,36.75,34.25,134,6751,46,219,46,221,112,112
0,22.4166666666667,27.9166666666667,226,6370,151,151,139,0,0,0
0,2.41666666666666,22.9166666666667,268,6647,340,229,177,23,19,2
0,-14.0833333333333,26.4166666666667,209,2967,202,225,170,39,26,20
0,17.75,63.4166666666667,16,8823,118,-48,-97,634,214,133
0,33.4166666666667,68.5833333333333,-8,8467,105,-75,-114,527,191,98
0,26.25,55.0833333333333,56,8318,159,-46,-53,663,234,122
0,39.0833333333333,59.0833333333333,24,10315,154,-99,-112,589,220,99
0,34.4166666666667,55.4166666666667,42,9598,164,-75,-81,639,244,108
0,21.75,63.25,34,8338,130,-34,-71,526,192,101
0,38.0833333333333,45.0833333333333,119,8101,38,108,18,695,235,223
0,48.4166666666667,37.4166666666667,106,7964,5,205,5,368,128,128
0,49.4166666666667,21.4166666666667,273,6101,238,345,190,48,35,20
0,25.75,58.5833333333333,52,8336,110,-17,-54,616,208,122
0,23.5833333333333,42.75,90,7379,163,4,-9,628,218,129
0,21.75,67.4166666666667,-16,9879,99,-89,-140,473,182,83
0,45.4166666666667,58.25,29,10797,166,-97,-113,614,220,105
0,43.9166666666667,36.9166666666667,159,9663,47,281,36,844,457,411
0,26.0833333333333,63.4166666666667,20,9057,123,-50,-95,580,212,110
0,20.4166666666667,50.25,81,7880,175,-13,-29,670,277,100
0,37.5833333333333,48.75,82,10021,191,11,-48,497,153,125
0,42.9166666666667,44.9166666666667,86,9383,186,-25,-33,471,195,64
0,42.0833333333333,33.25,205,8878,104,314,87,104,49,49
0,29.25,56.0833333333333,49,8964,160,-61,-69,647,236,116
0,45.5833333333333,21.4166666666667,253,7016,216,325,160,67,52,14
0,44.75,55.9166666666667,40,10975,178,-91,-102,581,202,105
0,33.4166666666667,30.9166666666667,197,4900,132,252,132,89,49,49
0,-10.25,26.5833333333333,222,5386,192,233,152,40,21,15
0,8.41666666666666,39.25,161,5124,114,227,102,621,263,245
0,-4.08333333333334,40.75,91,6182,106,175,20,555,173,139
0,14.4166666666667,48.25,89,7265,181,7,-6,853,324,154
0,11.9166666666667,26.75,232,7280,238,316,129,10,5,3
0,18.9166666666667,42.4166666666667,101,6239,36,181,23,1359,476,425
0,9.58333333333331,36.0833333333333,156,6598,75,242,75,501,183,183
0,20.5833333333333,54.25,72,7949,170,16,-34,728,239,144
0,35.5833333333333,27.75,236,5346,209,299,162,14,8,4
0,-4.58333333333334,41.0833333333333,119,6232,140,200,42,401,126,99
0,49.5833333333333,20.4166666666667,270,5691,238,337,193,48,34,21
0,-4.08333333333334,32.25,164,7244,163,263,75,177,59,41
0,45.4166666666667,50.0833333333333,72,11854,220,-12,-80,386,119,90
0,-5.75,20.4166666666667,288,6402,354,293,199,28,22,2
0,12.75,37.5833333333333,179,4960,163,241,120,470,208,155
0,13.0833333333333,21.9166666666667,245,6561,318,172,152,7,6,0
0,-5.25,33.4166666666667,131,6377,66,216,56,801,307,297
